sector,size,is_outlier,d1_q1,d1_q2,d1_q3,d1_q4,d1_q5,d2_q1,d2_q2,d2_q3,d2_q4,d2_q5,d3_q1,d3_q2,d3_q3,d3_q4,d3_q5,d4_q1,d4_q2,d4_q3,d4_q4,d4_q5,d5_q1,d5_q2,d5_q3,d5_q4,d5_q5,dim_avg_data,dim_avg_talent,dim_avg_technology,dim_avg_strategy,dim_avg_processes,maturity_score
tech_software,medium,False,5,5,3,4,5,3,4,4,5,5,5,3,4,5,3,5,3,3,5,4,4,3,2,4,4,4.4,4.2,4.0,4.0,3.4,4.05
tech_software,startup,False,4,5,4,3,4,5,4,4,5,5,3,5,5,5,5,4,3,3,2,2,5,3,3,3,3,4.0,4.6,4.6,2.8,3.4,3.91
healthcare,large,False,2,2,4,2,1,3,3,2,4,3,1,4,1,2,1,3,3,4,3,4,4,3,4,4,3,2.2,3.0,1.8,3.4,3.6,2.7300000000000004
manufacturing,startup,False,3,3,2,3,3,2,3,2,3,3,4,5,3,2,3,1,2,1,1,2,3,3,3,4,4,2.8,2.6,3.4,1.4,3.4,2.6899999999999995
energy_utilities,startup,False,1,1,2,2,2,4,3,3,4,4,4,4,4,5,4,4,2,4,3,3,4,4,2,4,4,1.6,3.6,4.2,3.2,3.6,3.1400000000000006
healthcare,startup,False,3,2,2,1,3,3,3,2,2,1,2,3,3,2,2,2,3,2,3,3,2,2,1,2,3,2.2,2.2,2.4,2.6,2.0,2.29
healthcare,large,False,3,2,2,2,1,1,3,2,1,3,3,3,3,2,2,4,5,3,5,5,4,4,4,2,5,2.0,2.0,2.6,4.4,3.8,2.8699999999999997
manufacturing,large,False,2,2,2,1,2,4,2,4,2,4,1,2,2,2,2,3,3,4,2,1,4,4,4,3,5,1.8,3.2,1.8,2.6,4.0,2.5700000000000003
retail_ecommerce,large,False,4,4,5,3,4,3,4,4,3,3,4,4,5,5,4,4,5,4,3,3,2,3,3,2,3,4.0,3.4,4.4,3.8,2.6,3.7100000000000004
healthcare,large,False,3,3,3,4,4,2,1,2,2,2,2,2,2,1,3,3,2,2,3,4,3,5,4,5,3,3.4,1.8,2.0,2.8,4.0,2.77
retail_ecommerce,medium,False,3,3,4,3,2,3,3,4,4,2,3,4,3,4,4,3,2,1,3,4,4,3,2,3,3,3.0,3.2,3.6,2.6,3.0,3.08
tech_software,medium,False,4,4,5,4,5,5,5,5,5,5,4,4,5,4,3,4,4,4,5,5,4,3,2,1,2,4.4,5.0,4.0,4.4,2.4,4.140000000000001
fintech,startup,False,4,5,3,3,4,4,4,5,2,4,4,3,2,3,3,4,3,3,2,4,3,2,3,2,3,3.8,3.8,3.0,3.2,2.6,3.3400000000000003
tech_software,medium,False,4,5,5,5,5,5,4,4,5,5,3,4,3,3,3,3,3,3,4,3,2,4,4,4,4,4.8,4.6,3.2,3.2,3.6,3.9400000000000004
healthcare,large,False,3,2,2,2,3,2,1,1,2,2,3,2,3,3,3,3,4,3,3,3,2,3,3,3,4,2.4,1.6,2.8,3.2,3.0,2.5700000000000003
professional_services,enterprise,False,2,2,3,3,1,4,2,3,4,5,2,1,2,2,2,3,4,4,4,3,3,4,3,3,4,2.2,3.6,1.8,3.6,3.4,2.8600000000000003
fintech,small,False,4,4,4,3,5,3,2,3,4,3,5,5,4,3,3,2,4,3,4,4,3,3,5,3,3,4.0,3.0,4.0,3.4,3.4,3.5900000000000007
healthcare,medium,False,5,3,4,3,4,3,3,5,4,3,3,4,3,4,4,4,5,5,4,4,3,4,3,3,4,3.8,3.6,3.6,4.4,3.4,3.7800000000000002
professional_services,startup,False,4,1,2,3,2,1,3,2,3,2,3,4,4,2,3,2,2,3,2,3,3,3,2,2,2,2.4,2.2,3.2,2.4,2.4,2.52
logistics,enterprise,False,3,1,2,2,2,4,5,4,4,5,2,2,3,1,3,3,3,5,3,4,3,3,3,3,4,2.0,4.4,2.2,3.6,3.2,3.0200000000000005
tech_software,startup,False,4,4,4,5,3,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,2,2,3,3,3,4.0,4.8,5.0,4.2,2.6,4.1899999999999995
professional_services,small,False,2,2,3,4,3,2,5,4,3,2,3,4,4,3,3,3,5,4,3,3,3,3,3,3,3,2.8,3.2,3.4,3.6,3.0,3.1900000000000004
banking_insurance,startup,False,5,4,2,3,3,3,2,3,2,3,2,3,2,2,3,3,4,3,3,3,3,4,3,3,3,3.4,2.6,2.4,3.2,3.2,2.97
manufacturing,large,False,2,2,3,3,2,2,3,2,3,3,3,3,3,3,1,3,3,3,3,3,4,3,4,5,3,2.4,2.6,2.6,3.0,3.8,2.81
manufacturing,large,False,3,2,2,2,1,1,2,2,3,1,1,2,2,1,2,3,4,4,4,4,5,4,4,5,4,2.0,1.8,1.6,3.8,4.4,2.6
fintech,enterprise,False,4,5,4,5,3,5,4,2,5,4,3,3,4,3,3,4,4,4,5,5,4,4,4,3,5,4.2,4.0,3.2,4.4,4.0,3.97
manufacturing,large,False,2,1,2,2,2,2,1,1,1,2,2,3,1,1,1,2,4,3,2,4,4,5,4,3,4,1.8,1.4,1.6,3.0,4.0,2.25
logistics,small,False,2,2,2,1,1,2,2,3,3,3,3,2,3,3,4,3,3,4,3,4,3,4,4,5,3,1.6,2.6,3.0,3.4,3.8,2.77
education,startup,False,1,3,2,2,1,2,3,2,2,2,3,3,3,2,3,1,3,2,3,1,4,1,2,3,3,1.8,2.2,2.8,2.0,2.6,2.24
banking_insurance,medium,False,3,4,2,3,4,3,3,3,3,4,2,1,3,2,2,2,1,2,2,2,4,3,3,5,3,3.2,3.2,2.0,1.8,3.6,2.74
fintech,small,False,4,5,5,5,5,4,5,4,4,4,4,4,4,4,3,4,5,3,5,4,2,2,2,1,2,4.8,4.2,3.8,4.2,1.8,3.9099999999999997
banking_insurance,medium,False,3,4,4,4,2,3,4,3,4,2,2,3,3,2,1,4,4,4,3,4,3,4,3,2,3,3.4,3.2,2.2,3.8,3.0,3.1400000000000006
retail_ecommerce,startup,False,2,4,4,3,3,3,4,3,3,3,3,3,2,3,3,1,3,3,4,2,4,4,3,3,5,3.2,3.2,2.8,2.6,3.8,3.09
healthcare,large,False,3,3,4,3,2,2,3,3,2,2,3,1,1,1,1,4,3,4,3,2,2,2,3,4,3,3.0,2.4,1.4,3.2,2.8,2.5700000000000003
healthcare,large,False,2,3,2,2,2,2,2,2,2,2,3,2,4,2,3,2,3,2,2,5,4,4,4,4,3,2.2,2.0,2.8,2.8,3.8,2.6399999999999997
logistics,medium,False,4,2,4,3,4,2,3,2,1,4,2,3,2,2,3,2,2,3,2,3,4,2,3,4,3,3.4,2.4,2.4,2.4,3.2,2.77
energy_utilities,medium,True,2,2,3,1,2,3,3,2,2,3,4,5,5,4,5,3,5,5,5,4,5,4,4,4,3,2.0,2.6,4.6,4.4,4.0,3.4200000000000004
professional_services,startup,False,3,4,3,3,3,5,4,5,3,4,3,4,3,4,3,4,3,3,2,3,1,1,1,1,2,3.2,4.2,3.4,3.0,1.2,3.1000000000000005
manufacturing,small,False,1,1,3,2,3,2,3,3,3,3,2,2,2,2,3,3,2,4,3,3,3,3,2,3,4,2.0,2.8,2.2,3.0,3.0,2.55
professional_services,medium,False,3,4,3,4,5,3,3,3,4,3,3,2,1,1,2,2,3,3,3,5,4,2,3,4,4,3.8,3.2,1.8,3.2,3.4,3.1000000000000005
banking_insurance,small,False,2,4,4,3,4,2,3,3,3,3,2,2,2,2,2,4,3,3,4,5,4,4,3,3,4,3.4,2.8,2.0,3.8,3.6,3.1100000000000003
tech_software,medium,False,3,4,4,4,4,5,4,5,4,5,5,5,5,4,4,3,2,2,4,2,3,4,4,4,4,3.8,4.6,4.6,2.6,3.8,3.88
retail_ecommerce,enterprise,False,3,3,3,4,3,3,4,2,4,2,3,2,2,4,3,4,2,3,4,4,4,4,4,5,4,3.2,3.0,2.8,3.4,4.2,3.27
healthcare,medium,False,2,4,3,3,2,3,4,4,4,3,2,2,2,2,1,4,4,3,4,4,3,3,3,3,2,2.8,3.6,1.8,3.8,2.8,2.96
retail_ecommerce,startup,False,4,3,4,4,3,4,3,3,3,4,4,5,5,4,5,2,2,4,1,4,3,2,2,2,3,3.6,3.4,4.6,2.6,2.4,3.38
retail_ecommerce,enterprise,True,2,3,3,3,3,3,3,3,3,2,2,1,2,2,3,4,4,3,4,3,2,3,3,3,3,2.8,2.8,2.0,3.6,2.8,2.8
tech_software,small,False,5,3,4,4,5,3,3,4,4,4,5,4,5,5,5,3,3,4,4,5,4,4,2,3,3,4.2,3.6,4.8,3.8,3.2,3.97
tech_software,medium,False,3,4,3,4,3,5,4,5,4,5,4,5,4,4,2,5,4,2,4,5,4,4,4,5,4,3.4,4.6,3.8,4.0,4.2,3.96
logistics,large,False,3,2,2,2,3,1,3,4,2,3,4,2,3,3,3,3,4,3,3,3,4,3,4,4,4,2.4,2.6,3.0,3.2,3.8,2.93
professional_services,small,False,3,2,2,2,2,4,3,2,4,3,3,3,3,1,3,4,3,1,4,2,2,4,3,3,3,2.2,3.2,2.6,2.8,3.0,2.7199999999999998
tech_software,large,False,5,5,5,5,5,2,4,4,4,4,5,4,5,5,5,5,4,5,4,4,5,5,5,5,4,5.0,3.6,4.8,4.4,4.8,4.53
manufacturing,small,False,2,2,2,2,4,3,3,1,4,4,3,3,4,3,4,2,3,1,4,3,4,3,4,4,2,2.4,3.0,3.4,2.6,3.4,2.91
healthcare,medium,False,3,1,2,1,2,4,4,3,4,3,3,2,1,3,2,2,3,2,3,3,3,3,4,2,3,1.8,3.6,2.2,2.6,3.0,2.58
retail_ecommerce,large,False,5,3,5,4,5,3,2,2,3,4,4,3,2,3,4,3,5,5,5,4,3,4,4,3,3,4.4,2.8,3.2,4.4,3.4,3.6900000000000004
healthcare,medium,False,3,2,3,4,1,4,2,3,3,3,3,2,3,3,2,3,3,3,4,3,4,4,3,4,5,2.6,3.0,2.6,3.2,4.0,3.0100000000000002
education,small,False,3,2,2,3,3,3,4,3,2,3,3,2,2,2,2,3,2,3,3,2,2,2,3,3,2,2.6,3.0,2.2,2.6,2.4,2.57
energy_utilities,medium,False,4,3,4,3,4,1,1,1,2,2,2,3,3,3,4,2,3,2,3,3,4,3,3,4,4,3.6,1.4,3.0,2.6,3.6,2.84
professional_services,enterprise,False,4,4,3,2,2,4,3,4,4,4,4,3,4,4,2,4,3,5,4,4,3,3,3,3,2,3.0,3.8,3.4,4.0,2.8,3.41
retail_ecommerce,small,False,4,3,5,4,3,3,4,3,3,4,4,4,3,5,3,4,5,4,3,4,3,2,1,3,2,3.8,3.4,3.8,4.0,2.2,3.5199999999999996
professional_services,medium,False,4,3,2,3,3,2,3,3,4,3,1,2,2,3,2,3,2,3,3,3,2,3,3,2,3,3.0,3.0,2.0,2.8,2.6,2.7
professional_services,small,True,3,3,2,2,2,1,2,2,2,2,1,4,2,3,3,4,3,3,4,4,4,5,4,5,4,2.4,1.8,2.6,3.6,4.4,2.8600000000000003
fintech,small,False,4,3,4,5,3,3,4,3,3,5,5,5,5,4,5,4,4,5,4,5,4,4,3,3,4,3.8,3.6,4.8,4.4,3.6,4.05
fintech,startup,False,2,4,3,3,2,5,5,5,5,5,4,5,5,4,4,4,4,4,3,3,3,2,2,4,3,2.8,5.0,4.4,3.6,2.8,3.72
manufacturing,enterprise,True,2,1,2,2,1,2,4,2,2,3,4,3,3,3,4,4,3,3,2,4,4,5,5,5,5,1.6,2.6,3.4,3.2,4.8,2.96
retail_ecommerce,small,False,4,2,3,3,4,5,3,4,3,3,5,4,4,5,5,3,3,2,4,4,2,2,3,3,3,3.2,3.6,4.6,3.2,2.6,3.47
professional_services,startup,False,3,4,4,4,3,3,4,3,2,5,3,4,3,3,3,3,3,3,2,3,5,3,3,4,3,3.6,3.4,3.2,2.8,3.6,3.3200000000000003
energy_utilities,medium,False,3,2,1,3,3,2,4,4,2,3,3,4,4,2,3,4,2,3,3,2,4,3,2,3,4,2.4,3.0,3.2,2.8,3.2,2.8800000000000003
tech_software,large,False,4,3,4,4,3,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,3,3,3,5,5,3.6,4.2,4.0,4.6,3.8,4.03
healthcare,startup,False,2,2,3,2,4,1,2,2,2,2,4,4,4,3,5,4,3,3,3,3,3,3,2,3,4,2.6,1.8,4.0,3.2,3.0,2.9000000000000004
fintech,startup,False,4,4,3,3,5,4,4,3,4,4,5,4,5,5,5,4,4,3,4,4,3,4,4,4,3,3.8,3.8,4.8,3.8,3.6,3.9699999999999998
banking_insurance,enterprise,False,3,4,4,5,3,4,3,3,3,4,3,3,4,3,3,4,5,4,4,2,4,3,3,4,4,3.8,3.4,3.2,3.8,3.6,3.5700000000000003
healthcare,medium,False,3,2,4,3,3,3,4,4,2,2,3,3,2,3,3,3,3,3,3,4,3,4,5,3,3,3.0,3.0,2.8,3.2,3.6,3.0900000000000003
professional_services,large,False,5,5,3,5,5,3,4,5,2,4,2,2,2,2,1,3,4,3,2,4,3,2,3,4,3,4.6,3.6,1.8,3.2,3.0,3.3200000000000003
professional_services,enterprise,False,4,5,5,5,4,4,5,3,3,5,2,1,2,3,2,4,4,4,3,3,3,3,5,4,3,4.6,4.0,2.0,3.6,3.6,3.6100000000000003
fintech,small,False,4,5,4,5,4,5,5,4,4,4,5,3,4,5,4,4,3,3,3,5,3,2,3,4,3,4.4,4.4,4.2,3.6,3.0,3.99
banking_insurance,large,False,3,4,3,3,3,5,3,2,2,2,2,4,3,3,2,3,3,2,3,3,5,4,5,4,4,3.2,2.8,2.8,2.8,4.4,3.14
education,small,True,3,5,3,2,5,3,3,3,3,3,5,5,5,5,5,2,3,3,3,3,3,2,1,1,2,3.6,3.0,5.0,2.8,1.8,3.33
fintech,enterprise,False,4,4,5,5,4,5,4,4,5,4,4,3,3,4,4,3,5,5,4,2,4,3,4,3,3,4.4,4.4,3.6,3.8,3.4,3.9699999999999998
healthcare,medium,False,2,3,2,2,2,3,4,3,3,2,2,2,2,2,1,2,2,2,2,2,4,5,3,3,4,2.2,3.0,1.8,2.0,3.8,2.48
fintech,large,False,4,4,5,5,4,5,4,5,4,5,5,5,5,5,4,4,5,4,4,4,3,3,5,4,5,4.4,4.6,4.8,4.2,4.0,4.42
retail_ecommerce,medium,False,2,3,3,3,2,5,3,4,4,5,3,4,2,2,3,3,3,2,2,2,3,4,2,2,2,2.6,4.2,2.8,2.4,2.6,2.9200000000000004
energy_utilities,enterprise,False,2,2,3,3,4,2,3,2,2,2,3,2,1,2,2,5,5,4,4,5,4,4,5,3,3,2.8,2.2,2.0,4.6,3.8,3.03
professional_services,small,False,2,3,2,3,2,3,4,2,3,2,2,3,3,3,2,1,2,1,3,3,3,3,3,3,4,2.4,2.8,2.6,2.0,3.2,2.56
healthcare,medium,False,3,3,4,4,3,1,1,2,3,1,3,3,4,5,3,4,4,2,4,2,4,5,4,5,5,3.4,1.6,3.6,3.2,4.6,3.22
energy_utilities,enterprise,False,4,4,4,4,4,2,2,4,2,3,3,3,3,3,2,4,3,5,4,3,4,3,4,4,3,4.0,2.6,2.8,3.8,3.6,3.38
tech_software,enterprise,False,4,4,4,4,4,4,4,4,5,5,5,5,3,5,4,5,5,4,5,5,2,4,4,4,4,4.0,4.4,4.4,4.8,3.6,4.26
education,startup,False,4,3,3,2,2,2,2,1,3,3,3,3,2,4,3,2,3,3,2,2,2,3,3,2,3,2.8,2.2,3.0,2.4,2.6,2.6100000000000003
banking_insurance,small,False,3,4,3,4,4,5,2,4,4,3,2,2,2,3,1,3,3,2,4,4,4,5,3,4,4,3.6,3.6,2.0,3.2,4.0,3.2600000000000002
retail_ecommerce,large,False,3,4,4,3,4,4,3,4,2,3,4,4,4,4,4,4,4,3,3,4,4,5,5,5,4,3.6,3.2,4.0,3.6,4.6,3.75
tech_software,small,False,3,4,4,3,3,4,3,5,4,4,3,4,3,5,4,4,4,5,4,5,4,3,3,2,2,3.4,4.0,3.8,4.4,2.8,3.71
tech_software,large,False,5,3,3,5,5,5,5,4,5,5,5,3,3,4,5,4,4,3,2,4,3,3,3,3,3,4.2,4.8,4.0,3.4,3.0,3.9399999999999995
tech_software,medium,False,4,5,3,5,5,5,5,5,5,5,4,4,4,4,2,5,4,5,5,5,3,3,3,2,4,4.4,5.0,3.6,4.8,3.0,4.23
healthcare,medium,False,3,2,3,1,1,3,3,2,3,3,2,1,1,3,2,3,2,3,3,3,4,3,3,4,5,2.0,2.8,1.8,2.8,3.8,2.55
retail_ecommerce,small,False,3,1,3,2,4,4,4,3,2,2,3,2,4,3,4,1,2,1,3,3,2,2,2,2,2,2.6,3.0,3.2,2.0,2.0,2.59
tech_software,startup,False,5,5,5,4,4,5,5,5,5,5,3,3,3,3,4,4,4,4,4,3,2,3,3,3,3,4.6,5.0,3.2,3.8,2.8,3.9699999999999998
retail_ecommerce,enterprise,False,2,2,2,3,3,3,3,3,2,2,3,2,1,3,2,5,4,4,5,3,5,3,4,4,3,2.4,2.6,2.2,4.2,3.8,2.97
tech_software,startup,False,5,5,5,5,4,3,5,2,4,4,5,4,5,5,5,4,5,3,5,4,3,3,4,3,3,4.8,3.6,4.8,4.2,3.2,4.199999999999999
professional_services,enterprise,False,2,2,3,3,3,5,4,5,3,5,1,2,2,3,1,3,4,4,3,4,3,3,3,3,2,2.6,4.4,1.8,3.6,2.8,3.0300000000000002
logistics,small,False,2,1,3,1,2,2,2,1,2,2,3,1,4,3,3,1,3,2,2,3,2,2,3,2,2,1.8,1.8,2.8,2.2,2.2,2.14
education,medium,False,3,4,3,3,3,2,3,1,2,3,3,4,5,3,2,3,4,4,5,3,2,1,1,1,1,3.2,2.2,3.4,3.8,1.2,2.8600000000000008
professional_services,small,False,2,4,4,3,3,3,3,3,4,4,2,2,2,3,3,3,5,4,4,5,4,3,3,4,4,3.2,3.4,2.4,4.2,3.6,3.34
logistics,large,True,2,3,4,2,3,3,2,2,2,3,3,2,4,2,3,3,4,2,2,3,4,4,5,3,5,2.8,2.4,2.8,2.8,4.2,2.9299999999999997
manufacturing,small,False,2,3,2,3,3,1,2,1,1,2,2,3,2,3,2,3,2,2,3,2,3,3,3,4,4,2.6,1.4,2.4,2.4,3.4,2.4
retail_ecommerce,medium,False,3,3,4,3,5,3,3,4,3,4,2,3,4,4,4,3,4,3,1,4,3,4,4,3,3,3.6,3.4,3.4,3.0,3.4,3.37
banking_insurance,startup,True,4,5,5,4,5,2,2,3,2,3,3,3,3,3,3,1,1,1,1,2,3,5,3,3,3,4.6,2.4,3.0,1.2,3.4,2.9799999999999995
retail_ecommerce,medium,False,3,4,3,3,4,4,3,4,4,4,3,3,2,3,4,3,3,3,3,3,5,4,3,4,3,3.4,3.8,3.0,3.0,3.8,3.38
energy_utilities,medium,False,3,3,2,4,3,2,3,3,3,3,3,3,2,4,4,4,3,3,3,3,2,5,4,2,4,3.0,2.8,3.2,3.2,3.4,3.1000000000000005
professional_services,medium,False,2,3,2,2,4,3,4,4,5,4,3,3,2,2,3,4,3,3,4,2,2,1,3,2,3,2.6,4.0,2.6,3.2,2.2,2.9400000000000004
fintech,medium,False,4,4,4,4,4,5,4,5,4,4,4,4,5,3,3,5,5,5,5,5,1,2,3,2,1,4.0,4.4,3.8,5.0,1.8,3.91
manufacturing,small,False,1,2,2,1,1,4,3,3,2,3,4,2,2,2,2,2,3,3,3,2,4,3,4,3,4,1.4,3.0,2.4,2.6,3.6,2.49
manufacturing,startup,False,2,3,3,2,2,1,2,2,2,3,2,3,2,3,4,1,2,2,1,1,3,2,3,1,3,2.4,2.0,2.8,1.4,2.4,2.2
manufacturing,large,False,3,3,3,3,2,3,3,2,2,2,2,3,4,3,3,3,3,3,4,2,3,3,5,4,3,2.8,2.4,3.0,3.0,3.6,2.92
logistics,small,False,4,4,4,4,3,1,3,1,1,1,3,1,2,2,2,5,4,4,4,4,5,5,5,4,5,3.8,1.4,2.0,4.2,4.8,3.1899999999999995
education,medium,False,1,2,1,1,2,4,3,3,1,4,1,3,4,3,3,3,3,4,2,2,3,4,3,3,4,1.4,3.0,2.8,2.8,3.4,2.58
banking_insurance,small,False,3,4,3,4,4,3,3,4,4,3,2,2,3,3,3,3,4,2,3,2,5,5,5,5,5,3.6,3.4,2.6,2.8,5.0,3.41
banking_insurance,small,False,4,3,3,3,3,2,3,3,2,3,2,3,4,3,3,5,3,2,4,2,4,5,4,5,3,3.2,2.6,3.0,3.2,4.2,3.1900000000000004
professional_services,small,False,2,3,4,3,4,5,4,5,4,4,3,3,4,2,2,4,5,4,5,3,3,3,3,3,3,3.2,4.4,2.8,4.2,3.0,3.5300000000000002
banking_insurance,startup,False,1,1,2,3,1,2,2,4,2,2,2,2,3,1,1,3,4,3,3,2,5,5,4,4,3,1.6,2.4,1.8,3.0,4.2,2.47
tech_software,medium,False,5,4,4,5,5,5,5,4,4,4,5,5,3,5,5,5,4,5,5,4,2,4,4,5,4,4.6,4.4,4.6,4.6,3.8,4.44
manufacturing,medium,False,3,2,1,1,2,4,3,3,3,3,2,3,3,2,3,2,3,3,4,3,5,4,3,4,4,1.8,3.2,2.6,3.0,4.0,2.81
fintech,startup,True,3,2,2,2,2,3,2,4,2,4,3,3,3,4,3,2,2,2,4,1,3,3,4,3,3,2.2,3.0,3.2,2.2,3.2,2.7100000000000004
education,small,False,3,3,3,4,3,2,2,2,2,3,2,3,3,3,1,1,3,2,3,1,3,3,3,3,3,3.2,2.2,2.4,2.0,3.0,2.5700000000000003
fintech,small,False,4,2,3,2,4,3,4,4,4,3,4,5,4,5,4,5,4,3,4,4,4,3,2,3,4,3.0,3.6,4.4,4.0,3.2,3.6300000000000003
banking_insurance,medium,False,4,3,3,3,4,3,3,2,2,3,3,3,2,3,2,3,4,1,3,3,3,3,4,5,4,3.4,2.6,2.6,2.8,3.8,3.02
education,medium,False,3,2,2,2,2,3,2,3,2,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2.2,2.6,1.2,1.6,1.8,1.9000000000000001
tech_software,large,False,4,4,4,4,4,4,4,3,3,3,3,4,5,5,4,5,4,3,4,4,4,2,3,3,2,4.0,3.4,4.2,4.0,2.8,3.74
retail_ecommerce,small,False,5,4,3,5,3,3,4,5,4,3,3,4,4,3,3,2,3,3,1,2,1,2,1,1,3,4.0,3.8,3.4,2.2,1.6,3.12
fintech,large,True,5,5,5,5,5,4,4,3,3,2,4,3,2,4,3,4,3,4,4,4,3,5,2,3,4,5.0,3.2,3.2,3.8,3.4,3.8
professional_services,startup,False,3,4,4,3,4,3,3,3,3,5,2,3,4,3,3,4,3,2,2,3,3,3,3,3,3,3.6,3.4,3.0,2.8,3.0,3.1900000000000004
energy_utilities,large,False,4,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,3,2,3,3,4,3,4,2.2,2.0,2.4,2.8,3.4,2.5
manufacturing,startup,True,3,4,3,3,3,3,4,3,4,2,2,1,1,2,1,3,2,2,2,2,3,3,2,2,3,3.2,3.2,1.4,2.2,2.6,2.5500000000000003
banking_insurance,medium,False,3,5,2,4,3,1,2,2,1,3,1,2,2,3,2,5,3,1,2,3,3,4,3,3,3,3.4,1.8,2.0,2.8,3.2,2.65
tech_software,medium,False,4,5,4,4,5,4,5,4,4,4,4,4,4,4,3,5,4,5,5,4,5,3,3,4,4,4.4,4.2,3.8,4.6,3.8,4.19
banking_insurance,startup,False,5,5,4,5,5,3,4,4,4,3,2,3,2,3,3,3,3,3,3,3,4,4,3,3,4,4.8,3.6,2.6,3.0,3.6,3.58
manufacturing,large,False,2,4,2,2,2,1,1,1,1,2,1,1,2,1,2,3,4,3,3,2,4,5,5,4,5,2.4,1.2,1.4,3.0,4.6,2.41
professional_services,medium,False,1,2,3,3,3,4,3,4,4,4,2,1,1,3,2,5,3,5,3,4,3,3,3,2,3,2.4,3.8,1.8,4.0,2.8,2.94
healthcare,startup,False,3,2,2,3,3,3,3,3,4,3,2,2,2,2,1,4,2,2,1,3,3,2,2,3,2,2.6,3.2,1.8,2.4,2.4,2.4899999999999998
healthcare,small,False,2,5,4,4,3,3,3,2,2,3,4,3,3,2,3,3,3,3,2,2,4,3,3,5,3,3.6,2.6,3.0,2.6,3.6,3.08
professional_services,small,False,3,5,5,3,4,4,4,5,5,4,4,4,3,2,4,4,4,3,5,4,2,2,3,3,2,4.0,4.4,3.4,4.0,2.4,3.72
healthcare,small,False,1,2,3,3,3,3,2,3,3,4,3,3,4,4,2,4,2,3,3,3,3,3,3,2,3,2.4,3.0,3.2,3.0,2.8,2.8600000000000003
retail_ecommerce,small,False,5,5,2,4,4,3,3,4,2,3,4,2,3,3,4,4,3,3,2,4,2,3,3,3,3,4.0,3.0,3.2,3.2,2.8,3.3000000000000003
manufacturing,large,False,1,2,3,2,1,3,2,3,2,2,3,3,3,3,2,3,3,3,2,2,3,4,3,4,4,1.8,2.4,2.8,2.6,3.6,2.55
education,startup,False,1,1,2,1,1,2,3,3,4,2,1,3,2,3,4,2,3,2,3,2,3,2,3,3,2,1.2,2.8,2.6,2.4,2.6,2.25
healthcare,small,False,2,2,2,2,1,3,3,2,3,3,3,3,4,3,3,3,4,3,3,4,5,5,3,5,4,1.8,2.8,3.2,3.4,4.4,2.99
banking_insurance,small,False,3,4,4,5,4,4,2,4,3,3,4,4,2,3,5,5,5,3,5,4,4,3,4,3,3,4.0,3.2,3.6,4.4,3.4,3.75
healthcare,startup,False,2,2,2,3,2,3,2,3,2,2,3,3,3,3,4,3,3,4,3,4,2,2,2,3,3,2.2,2.4,3.2,3.4,2.4,2.71
tech_software,large,True,5,4,4,5,4,5,5,5,5,5,3,3,5,5,4,3,4,4,3,3,3,4,5,5,4,4.4,5.0,4.0,3.4,4.2,4.210000000000001
tech_software,medium,False,4,3,5,4,2,5,4,5,4,5,4,5,4,4,5,3,2,3,5,2,4,4,5,3,4,3.6,4.6,4.4,3.0,4.0,3.9000000000000004
retail_ecommerce,small,False,4,4,4,4,3,3,2,1,4,3,3,2,2,3,4,3,4,3,5,4,3,3,3,3,3,3.8,2.6,2.8,3.8,3.0,3.24
manufacturing,enterprise,False,3,5,5,4,4,2,3,3,3,2,2,3,2,1,2,5,4,3,3,3,3,4,4,5,4,4.2,2.6,2.0,3.6,4.0,3.2900000000000005
professional_services,enterprise,False,3,3,3,3,2,3,3,2,2,3,3,2,1,4,2,3,3,4,4,3,3,3,2,3,3,2.8,2.6,2.4,3.4,2.8,2.8
manufacturing,large,False,1,1,2,1,3,2,2,2,2,3,2,1,2,2,2,4,4,4,3,2,4,5,2,4,3,1.6,2.2,1.8,3.4,3.6,2.4200000000000004
manufacturing,small,False,1,2,2,3,3,1,2,1,1,1,4,5,5,3,4,3,3,2,2,2,4,4,4,4,3,2.2,1.2,4.2,2.4,3.8,2.68
healthcare,medium,False,3,2,3,3,4,2,3,3,2,2,2,2,3,3,1,3,2,3,4,4,3,3,4,3,4,3.0,2.4,2.2,3.2,3.4,2.8200000000000003
manufacturing,small,False,2,3,1,1,1,4,2,4,3,3,3,3,2,4,4,1,3,2,2,3,2,3,3,3,3,1.6,3.2,3.2,2.2,2.8,2.54
energy_utilities,small,False,2,2,3,2,1,2,2,2,1,3,3,3,3,4,4,3,2,4,3,4,2,2,2,4,2,2.0,2.0,3.4,3.2,2.4,2.58
banking_insurance,medium,False,5,5,4,4,5,1,1,3,2,3,2,3,3,2,2,3,3,3,3,3,3,5,5,5,5,4.6,2.0,2.4,3.0,4.6,3.32
retail_ecommerce,medium,False,4,3,2,2,2,4,4,3,4,3,3,3,2,3,3,3,3,3,4,3,2,1,3,3,2,2.6,3.6,2.8,3.2,2.2,2.9000000000000004
logistics,startup,False,3,3,2,2,4,4,4,4,4,3,3,3,4,5,3,2,2,2,2,1,2,3,3,3,2,2.8,3.8,3.6,1.8,2.6,2.93
